Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
WORD,0,1750,4.51563
WORD,0,1142,4.36754
WORD,0,1666,4.38657
WORD,0,1051,4.63453
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
WORD,0,2001.86,206.307
WORD,0,2001.37,139.555
WORD,0,2000.6,170.758
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
WORD,0,2001.75,174.899
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
WORD,0,2000.77,211.366
WORD,0,2000.68,164.112
WORD,0,2000.69,200.589
WORD,0,2000.64,150.293
WORD,0,2001.86,180.565
WORD,0,1700,105.632
WORD,0,2001.4,245.333
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
Mutation Type,Matrix Index,Best Fitness,Time Taken (s)
